	author	comment
580	per söderlind	wERRY COOOL SONG - I WRITE MY SWEDICH SONG------ MOLL BOGGIIE WOGGIE ----...BECUISE OF THIS ...BIG ...TANKS ABBA.......
581	kat juntilla	When your mom/dad gave u 100$ for lunch money:
582	The Odd Slovenian	Probably the most “evil” sounding abba song but it’s still a bop
583	rungamer	黃金傳說！！！
584	LRN	when you get your pay
585	Amira Ankrah	Why dose the men look like Jesus 😳
586	Jozee Powl	Listening to banks monotone brain wash tune playing this louder.. 🧡🌏🧡🇸🇪
587	Gintarė Maksimovaitė	I love Abba. Very talented stars.
588	Ida Wallace	My dad is starting to worry me about My spending on food, and the prices keep rising which worries me sm to the point i feel depressed and anxious
589	Bi-lyne Jackson18	Ah yes the theme of Mr Krabs
590	Catrina Sulit	I think Abba have lay all your love
591	Himiko Toga	My mom if she had money
592	Willian 57 Saraiva	toda ves que eu fico deprimido eu venho ouvir abba, e muito bom <3
593	Buckskin-Frank	I got sent this by a Discord bot thinking it was a rickroll 💀💀💀
594	Frank Espinoza	Ta que arte aunque no se que chucha alla dicho
595	Dana Fishaye	When you find 50cents on the street
596	Whonus	I just wanted to buy a pepe coin...
597	No Caption	Paycheck arrives: Money Money Money 1 week later: Gimme Gimme Gimme
598	Dorami-Miner DM	when mom gave $100 to donate in the game:
599	XOXOROBLOXI	Im a sucker for the money, money money must be Funny in the Rich man world
600	Vaselica Ogneva	Классная песня
601	Yellow Bug161	"This is my ALL time favourite ""ABBA"" track considering it is Frida mainly singing and I truly admire and acknowledge Frida's unique style, quintessential sprit & brilliant performance!! :)"
602	RonWall	What I like about ABBA that their every song has meaning. Ther is no any story in pop songs nowadays. Eventually - love.
603	safiya samy	i love it
604	Kutty Dane Dane	Super hit of Abba.thanks.
605	Jorge Ramella	UNA DE LAS MEJORES CANCIONES Y VIDEO DE LOS FABULOSOS ABBA!!!!
606	larissa koshkina	наша молодость..классно поют и играют
607	Didog1	Услышал, в первый раз, в 1979 году. С тех пор, эта песня, для меня, номер раз....
608	Star	I'm on Abba binge, I love how varied the music is
609	Beatriz Da Silva Costa	Essa musica é um clássico S2
610	Валентина Сорока	Моя любимая группа. Благодарю за удовольствие послушать
611	Yonathân Panda	Pov: You when you have your first job
612	Elimz	When u get this from dank memer
613	CaveSp1d3rGam1ng	POV: you’re here from dank memer
614	Yiorghos George	When i find a wealthy man to adopt me, i can always find another wealthier to do the same. And so on.... Cant it be this way.? I think one would have the chance to try it. You just have to take your chances and give it a go. Red - black or odds and even in LAS Vegas or Monaco. Sounds much likely the same.
615	Knockz	dank memer
616	Sami Fa	Here cause of Immortal technique.
617	kiannaurr	MONEY MONEY MONEY!!! MUST BE FUNNY!! IN THE RICH MAN'S WORLDD
618	Faint smile /e.f	Ôi chết tiệt, tôi đã vô tình biết được đoạn hát trong táo quân là từ bài này. Vui vãi
619	Данька	лучшая песня на Земле
620	Flaky Personn	The gacha community ruined this beautiful song 🫤
621	Zoe Ceballos	MONEY MONEY MONEY!! MUST BE FUNNY! IN THE RICH MAN WORLD!!
622	FF.HAZRETI	2023 🔥🔥🔥🔥
623	ＷＵ	現代人為了ｍｏｎｅｙ，連四維八德都不認識。儘管錢很好用，但是要取之有道啊。
624	Mr. Dozy	Когда нашёл сто рублей в куртке, которую давно не надевал:
625	anime__cue__	iconic was
626	•°bitxhs°•	I found this because of dank memer. Cool
627	Liani Burnett	0:47 Munty, Munty, Munty Must be Funny In a rich man GUNT!
628	Дарья Вавилова	За принцом гарри следите пусть в вечер ночь не выходит могут смерть пусть от народа подальше держиться виденья британий потери может хватит
629	Boyana Tsvetkova	Money,money,monye
630	pz112	I read the title in a mr. krabs voice
631	★{angry nezuko}★	Fun fact princess Diana loved you guys so keep up the work for her in heaven ❤️
632	Микори	Этой песне 12 лет???!!!
633	faaiz gamez	you can tell this is a different country cause the curransy
634	FireKathy!	Dank meme I just wanna get a shovel
635	Scott Walker	I'll fool around and have a ball class
636	FrxnchGoblin	I just clicked on dank memer
637	KatieGoesRandom	I was on Discord and somehow got on YouTube...
638	rapphier ♡	0:32 damn
639	F_Zone	thats probably MR. Crabs favorite song
640	*Las historias de Marlin*	MONEY MONEY MONEY! MUST BE FUNNY! IN THE RICH MAN WORLD!
641	Ангел, ой нет я 🐁	Кто из 2022 ?
642	MrWorldwide	"I can't unhear: ""Henry, Henry, Henry"""
643	Bonnie	🥞🥞🥞 ain’t it sad ~ that’s too bad ~
644	{♤Cloudb3rry♤}	POV: your here cause of dank memer
645	N00N01	When you find expensive woodscraps in lumbertycoon 2 and theres a chunk you can get 1800 cash for
646	zxcshadow	Gimme!Gimme!Gimme!;Money,Money,Money x_________________x
647	Barty Spider	Welp london avatars of abba is going on rn congrats who found this
648	Dark Mayonaise	When it’s Chinese years:
649	Alexander Groome	Cost of Living Crisis 2022 this song can be used for 😏
650	Let It Be	Did Agnetha Wink Me?😉🔥
651	天ぷら弥太郎	一ヶ月一万円生活ッッッ！！！！(聞いたことあるナレーション)
652	RufusShinraPower	Lmao they use $1 bills when they dramatically slap money on the table.
653	ZOKOZZ G&K	Thé voice
654	Ryan Leonard	Because this song is for you Dennis
655	Voxelo	0:47 money money money
656	Will Thomsen	Joke is they’re rich lol
657	The 712th	For the money
658	Showcaser	so this is where dank memer led me to
659	ILoveJoJe	When you pay off your house in animal crossing
660	Shadow Man	I have been sent here by... 𝘿𝙖𝙣𝙠 𝙢𝙚𝙢𝙚𝙧
661	Dino Ortolani	Avrupa yakasından gelenler...
662	Compital's Channel	Caddicarus lol “Munty, munty, munty, must be funty…”
663	ᚠᛖᚾᚱᛁᚱ ᛚᛟᚲᛁᛊᛊᛟᚾ	Anthem from Selensky's mailbox.🇺🇦🤝🇵🇦💰📬
664	justiziabelle	wished abba were based, but they were not. they were so close though.
665	Johnangel Zabaleta	Now you realize they were talking about Sugar Daddies HAHA
666	a short engineer	when you sell a steam item for 50 cent
667	miku	Money Money must be funny just showed it to my sis
668	Сабина (Gacha life)	13 YEARS AGO?!
669	Lucky My Name is Lucky	*This music will still be heard in 1000 years !!!*
670	RoseFrmRed	When u click on the link on dank memer
671	cachorro galático games costwiter	Money money money must be funy in the rich mans word
672	Polina Catty	✌️✌️✌️✌️✌️
673	JAZZCRUSADER	🤑
674	Гульмира Мамирова	То чувство когда выросла на этих песнях и они навсегда останутся с тобой! 2020 декабрь!)
675	🎀Sanrioo Cinnamoroll. . .! 🎀	Money Money Money Must be funny THE BEST
676	I like sheep 🐑	Let’s be honest…we all came here from dank memer
677	イシバシヒデアキ	コメンタリー 読みたい。気持ち伝わりました。熱いハート。揺れる言葉伝わりました。。 でもね。。
678	GaFFLe	NaS did this song NasTy for the “Get Down” soundtrack!
679	Павел Попов	Мы пластинку с этой песней крутили бесконечно.Это был 1978 год, последний звонок.Как буд-то это было вчера.
680	Koihon	"lmao i came here from dank memers ""pls shop"""
681	Mee	2:25 best
682	Malk Aziz	امنيتك هي امنيتي 😂
683	Fatjon Gjylhasani	Abba cool 🍩😜😜
684	Таля Иванова	Песня всегда актуальна ! БРАВО АББА !!!
685	fakhriya schmidt	is real abba is abba🤨
686	Alex	Who else is here from dank memer?
687	walt churchill	Showing American singles? I'm sure they've seen a few Grants
688	My Bile	"Hymne des Kapitalismus, in 2022 immer noch aktuell, ein guter Song, von einer guten Band,..... Wer​ wollte​ da noch mit dem ""Erleuchteten"" unter dem Mangobaum sitzend meditieren?"
689	beautifulcaramelman	Money, Money, Monayyyyy! Extra funny, in a rich mans world!
690	mhd a roblox	Money money bunny yes😂🤣👨‍🍳
691	İrem	Avrupa Yakası 137. Bölümden gelenler..😁😁
692	Samsinur B	❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
693	Shadowman820	Ah yes when pop music was still allowed to be in minor key .
694	your local genshin impact player	Pov: dank memer sends you to this when you are trying to buy hunting rifle
695	TUVA STREAM	мани мани мани
696	Zhe Han	why not use $100 bills😂
697	10Blaze01	Came here from Dank memer
698	엄브럴라 UM_BRUH_LA	POV:You came here from dank memer shop
699	عبدالرحمن إيهاب	العرب ال جايين من كورسات لغرض التعليم اين انتم؟😂
700	night butterfly ♥️	Les merveilles de c temps ne mort jamais 🌹♥️👏🏻
701	sapinha	Money money Money
702	Rabiabatii	Avrupa yakası 159. Bölüm Burhanın Abba rüyası 😂
703	Enzo	Anthem of World Cup - 2018 and 2022 in terrorussia and Qatar
704	Ryan Leonard	Because I love you Dennis
705	Catrina Sulit	Money money money money money money money money🤪
706	turtletoast	POV: you opened the dank Memer shop in Discord and clicked the money link
707	Cookie	Excellent vocals by Frida here , really showing her incredible range.
708	DumbBlueberry	When United States Become Capitalist
